GroupCode,Company,AccidentYear,DevelopmentYear,Lag,CumulativeIncurred,CumulativePaid,IBNR,DirectEP,CededEP,NetEP,Single,Reserve1997
43,IDS Property Cas Ins Co,1991,1993,3,18648.0,15123.0,1472.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1994,4,19095.0,16656.0,1179.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1995,5,18653.0,17321.0,307.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1996,6,18469.0,18076.0,98.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1997,7,18407.0,18308.0,-3.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1998,8,18640.0,18602.0,0.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,1999,9,18472.0,18434.0,0.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1991,2000,10,18464.0,18464.0,0.0,17533.0,749.0,16784.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1992,1,19933.0,7564.0,4885.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1993,2,24162.0,16061.0,2630.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1994,3,28739.0,22465.0,2998.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1995,4,28329.0,25204.0,1268.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1996,5,28071.0,26517.0,617.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1997,6,27722.0,27124.0,56.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1998,7,27580.0,27191.0,6.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,1999,8,27873.0,27680.0,2.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,2000,9,27662.0,27645.0,0.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1992,2001,10,27662.0,27662.0,0.0,29341.0,1694.0,27647.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1993,1,24604.0,8343.0,7823.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1994,2,32130.0,19900.0,4691.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1995,3,33575.0,26732.0,2539.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1996,4,32769.0,30079.0,1624.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1997,5,33722.0,31249.0,1293.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1998,6,32601.0,31907.0,114.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,1999,7,32464.0,31989.0,145.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,2000,8,32545.0,32451.0,0.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,2001,9,32583.0,32540.0,0.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1993,2002,10,32573.0,32531.0,0.0,37194.0,2056.0,35138.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1994,1,40735.0,12565.0,16851.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1995,2,43944.0,26922.0,8193.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1996,3,42511.0,33867.0,3036.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1997,4,41712.0,38338.0,747.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1998,5,41381.0,40113.0,-9.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,1999,6,42360.0,41520.0,265.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,2000,7,42500.0,42031.0,257.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,2001,8,42246.0,42104.0,24.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,2002,9,42240.0,42187.0,0.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1994,2003,10,42250.0,42215.0,0.0,46095.0,3490.0,42605.0,0,73044.0
43,IDS Property Cas Ins Co,1995,1995,1,43064.0,13437.0,17145.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,1996,2,43705.0,26012.0,9166.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,1997,3,42909.0,31677.0,6571.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,1998,4,37789.0,34795.0,381.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,1999,5,38795.0,36841.0,501.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,2000,6,39262.0,38155.0,380.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,2001,7,39004.0,38776.0,32.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,2002,8,39136.0,38850.0,0.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,2003,9,39186.0,39088.0,0.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1995,2004,10,39162.0,39140.0,0.0,51512.0,3883.0,47629.0,0,73044.0
43,IDS Property Cas Ins Co,1996,1996,1,41837.0,12604.0,16780.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,1997,2,41304.0,23446.0,10786.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,1998,3,36925.0,28277.0,3767.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,1999,4,35406.0,31552.0,1155.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2000,5,35318.0,33599.0,650.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2001,6,35145.0,34689.0,78.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2002,7,35346.0,35236.0,0.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2003,8,35311.0,35295.0,0.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2004,9,35319.0,35315.0,0.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1996,2005,10,35328.0,35328.0,0.0,52481.0,5552.0,46929.0,0,73044.0
43,IDS Property Cas Ins Co,1997,1997,1,44436.0,12292.0,17959.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,1998,2,41608.0,24431.0,8138.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,1999,3,38594.0,29766.0,3470.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2000,4,37237.0,33516.0,967.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2001,5,37251.0,35337.0,177.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2002,6,37711.0,36884.0,179.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2003,7,37566.0,37085.0,117.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2004,8,37590.0,37180.0,107.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2005,9,37448.0,37186.0,0.0,56978.0,5133.0,51845.0,0,73044.0
43,IDS Property Cas Ins Co,1997,2006,10,37463.0,37235.0,0.0,56978.0,5133.0,51845.0,0,73044.0
266,Public Underwriters Grp,1988,1988,1,63.0,8.0,15.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1989,2,172.0,72.0,17.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1990,3,156.0,102.0,9.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1991,4,149.0,101.0,8.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1992,5,148.0,119.0,8.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1993,6,140.0,140.0,0.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1994,7,143.0,143.0,0.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1995,8,143.0,143.0,0.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1996,9,143.0,143.0,0.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1988,1997,10,143.0,143.0,0.0,113.0,0.0,113.0,0,24611.0
266,Public Underwriters Grp,1989,1989,1,3290.0,879.0,550.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1990,2,3173.0,2508.0,106.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1991,3,3446.0,3236.0,34.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1992,4,3590.0,3455.0,25.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1993,5,3535.0,3524.0,1.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1994,6,3532.0,3525.0,1.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1995,7,3532.0,3530.0,0.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1996,8,3531.0,3530.0,0.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1997,9,3535.0,3534.0,0.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1989,1998,10,3532.0,3532.0,0.0,5238.0,0.0,5238.0,0,24611.0
266,Public Underwriters Grp,1990,1990,1,8340.0,2447.0,1626.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1991,2,8587.0,6428.0,354.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1992,3,8916.0,8087.0,153.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1993,4,8947.0,8573.0,53.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1994,5,8952.0,8808.0,20.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1995,6,8897.0,8940.0,9.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1996,7,8951.0,8945.0,1.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1997,8,8953.0,8950.0,0.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1998,9,8950.0,8949.0,0.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1990,1999,10,8950.0,8944.0,3.0,24999.0,12048.0,12951.0,0,24611.0
266,Public Underwriters Grp,1991,1991,1,13903.0,4195.0,3534.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1992,2,14478.0,10198.0,1128.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1993,3,14431.0,12629.0,230.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1994,4,14365.0,13662.0,104.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1995,5,14280.0,14062.0,49.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1996,6,14204.0,14171.0,5.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1997,7,14209.0,14192.0,4.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1998,8,14216.0,14195.0,0.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,1999,9,14207.0,14211.0,-26.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1991,2000,10,14208.0,14215.0,-19.0,55112.0,31380.0,23732.0,0,24611.0
266,Public Underwriters Grp,1992,1992,1,12873.0,3909.0,2851.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1993,2,12197.0,8626.0,1084.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1994,3,11888.0,10814.0,158.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1995,4,11919.0,11548.0,58.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1996,5,11805.0,11758.0,8.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1997,6,11955.0,11941.0,2.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1998,7,11946.0,11933.0,0.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,1999,8,11954.0,11952.0,-5.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,2000,9,11954.0,11957.0,-7.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1992,2001,10,11965.0,11956.0,4.0,47764.0,27384.0,20380.0,0,24611.0
266,Public Underwriters Grp,1993,1993,1,16635.0,4797.0,3866.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1994,2,14751.0,11348.0,793.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1995,3,14804.0,13548.0,341.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1996,4,14671.0,14373.0,54.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1997,5,14767.0,14639.0,23.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1998,6,14897.0,14777.0,99.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,1999,7,14886.0,14891.0,-23.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,2000,8,14904.0,14899.0,-1.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,2001,9,14820.0,14845.0,-29.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1993,2002,10,14774.0,14850.0,-76.0,39284.0,16523.0,22761.0,0,24611.0
266,Public Underwriters Grp,1994,1994,1,20728.0,7366.0,3564.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,1995,2,21719.0,16528.0,1601.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,1996,3,21090.0,19477.0,245.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,1997,4,21428.0,20642.0,235.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,1998,5,21738.0,21087.0,392.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,1999,6,21483.0,21409.0,-14.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,2000,7,21535.0,21480.0,9.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,2001,8,21502.0,21507.0,-19.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,2002,9,21512.0,21507.0,5.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1994,2003,10,21449.0,21514.0,-65.0,52284.0,22402.0,29882.0,0,24611.0
266,Public Underwriters Grp,1995,1995,1,25190.0,9917.0,4571.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,1996,2,24281.0,20464.0,633.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,1997,3,25574.0,24230.0,288.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,1998,4,26680.0,25435.0,840.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,1999,5,25982.0,25691.0,116.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,2000,6,25967.0,25855.0,28.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,2001,7,25803.0,25869.0,-86.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,2002,8,25811.0,25901.0,-96.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,2003,9,25830.0,25907.0,-77.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1995,2004,10,25922.0,25922.0,0.0,67196.0,28615.0,38581.0,0,24611.0
266,Public Underwriters Grp,1996,1996,1,17623.0,6712.0,3476.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,1997,2,18085.0,14836.0,1596.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,1998,3,19530.0,17519.0,1372.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,1999,4,18392.0,18311.0,-115.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2000,5,18474.0,18472.0,-59.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2001,6,18487.0,18464.0,-15.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2002,7,18495.0,18505.0,-30.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2003,8,18507.0,18502.0,-7.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2004,9,18478.0,18478.0,0.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1996,2005,10,18493.0,18493.0,0.0,68988.0,35316.0,33672.0,0,24611.0
266,Public Underwriters Grp,1997,1997,1,27108.0,10045.0,6722.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,1998,2,38150.0,26809.0,6481.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,1999,3,35096.0,33578.0,382.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2000,4,34686.0,34663.0,-241.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2001,5,34839.0,34941.0,-198.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2002,6,34966.0,35050.0,-134.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2003,7,35026.0,35089.0,-90.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2004,8,35120.0,35123.0,-3.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2005,9,35216.0,35216.0,0.0,131650.0,80385.0,51265.0,0,24611.0
266,Public Underwriters Grp,1997,2006,10,35216.0,35216.0,0.0,131650.0,80385.0,51265.0,0,24611.0
353,Celina Mut Grp,1988,1988,1,12705.0,4339.0,3586.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1989,2,12990.0,9617.0,1243.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1990,3,12728.0,11584.0,291.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1991,4,12730.0,12001.0,37.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1992,5,13020.0,12640.0,1.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1993,6,13077.0,12966.0,6.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1994,7,13098.0,13058.0,15.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1995,8,13181.0,13080.0,1.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1996,9,13178.0,13182.0,-4.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1988,1997,10,13178.0,13183.0,-5.0,18793.0,4797.0,13996.0,0,11598.0
353,Celina Mut Grp,1989,1989,1,11245.0,4445.0,3528.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1990,2,11379.0,9090.0,641.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1991,3,12109.0,11125.0,231.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1992,4,12220.0,11815.0,41.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1993,5,12344.0,12027.0,20.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1994,6,12541.0,12078.0,11.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1995,7,12624.0,12626.0,-6.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1996,8,12637.0,12626.0,2.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1997,9,12635.0,12627.0,0.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1989,1998,10,12631.0,12627.0,-2.0,18948.0,5448.0,13501.0,0,11598.0
353,Celina Mut Grp,1990,1990,1,13223.0,6123.0,4350.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1991,2,13045.0,10564.0,808.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1992,3,13666.0,12290.0,174.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1993,4,14407.0,13579.0,53.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1994,5,14448.0,14063.0,37.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1995,6,14516.0,14412.0,11.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1996,7,14499.0,14488.0,6.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1997,8,14491.0,14497.0,-6.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1998,9,14487.0,14492.0,-5.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1990,1999,10,14487.0,14490.0,-4.0,20527.0,4885.0,15642.0,0,11598.0
353,Celina Mut Grp,1991,1991,1,12254.0,5464.0,4264.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1992,2,12001.0,9537.0,872.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1993,3,12345.0,11481.0,158.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1994,4,12892.0,12335.0,212.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1995,5,12890.0,12699.0,136.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1996,6,12752.0,12721.0,32.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1997,7,12717.0,12725.0,-8.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1998,8,12729.0,12725.0,-4.0,21278.0,5150.0,16128.0,0,11598.0
353,Celina Mut Grp,1991,1999,9,12732.0,12730.0,-4.0,21278.0,5150.0,16128.0,0,11598.0
